País,Puntuación,Fecha
Brunéi Darussalam,881.73,18-07-2024
Santo Tomé y Príncipe,878.09,18-07-2024
Samoa,876.45,18-07-2024
Yibuti,875.13,18-07-2024
Aruba,873.9,18-07-2024
Islas Caimán,855.43,18-07-2024
Timor Oriental,843.4,18-07-2024
Pakistán,842.59,18-07-2024
Gibraltar,836.14,18-07-2024
Liechtenstein,835.83,18-07-2024
Tonga,833.12,18-07-2024
Seychelles,831.19,18-07-2024
Somalia,829.81,18-07-2024
Bahamas,823.58,18-07-2024
Guam,821.91,18-07-2024
Sri Lanka,820.32,18-07-2024
Turcas y Caicos,817.03,18-07-2024
Islas Vírgenes Británicas,801.29,18-07-2024
Islas Vírgenes Estadounidenses,797.29,18-07-2024
Anguila,779.86,18-07-2024
San Marino,739.64,18-07-2024
Argentina,1860.14,20-06-2024
Francia,1837.47,20-06-2024
Bélgica,1797.98,20-06-2024
Brasil,1791.85,20-06-2024
Inglaterra,1787.88,20-06-2024
Portugal,1747.04,20-06-2024
Países Bajos,1746.66,20-06-2024
España,1729.92,20-06-2024
Croacia,1728.3,20-06-2024
Italia,1724.37,20-06-2024
EEUU,1676.52,20-06-2024
Marruecos,1669.44,20-06-2024
Colombia,1669.44,20-06-2024
Uruguay,1663.44,20-06-2024
México,1652.33,20-06-2024
Alemania,1646.78,20-06-2024
Japón,1628.81,20-06-2024
Senegal,1623.34,20-06-2024
Suiza,1617.24,20-06-2024
RI de Irán,1611.16,20-06-2024
Dinamarca,1610.76,20-06-2024
República de Corea,1572.87,20-06-2024
Australia,1571.29,20-06-2024
Ucrania,1565.37,20-06-2024
Austria,1560.03,20-06-2024
Polonia,1541.49,20-06-2024
Hungría,1529.0,20-06-2024
Suecia,1522.19,20-06-2024
Gales,1521.4,20-06-2024
Ecuador,1517.54,20-06-2024
Perú,1515.01,20-06-2024
Serbia,1514.76,20-06-2024
Rusia,1506.58,20-06-2024
República Checa,1506.23,20-06-2024
Qatar,1504.06,20-06-2024
Egipto,1502.34,20-06-2024
Costa de Marfil,1499.69,20-06-2024
Nigeria,1498.93,20-06-2024
Escocia,1497.18,20-06-2024
Chile,1496.13,20-06-2024
Túnez,1494.06,20-06-2024
Turquía,1493.38,20-06-2024
Panamá,1482.1,20-06-2024
Argelia,1474.13,20-06-2024
Eslovaquia,1467.77,20-06-2024
Noruega,1466.48,20-06-2024
Rumanía,1462.35,20-06-2024
Canadá,1461.74,20-06-2024
Camerún,1458.47,20-06-2024
Mali,1456.74,20-06-2024
Grecia,1455.95,20-06-2024
Costa Rica,1454.2,20-06-2024
Jamaica,1442.82,20-06-2024
Venezuela,1442.29,20-06-2024
Irak,1433.07,20-06-2024
Arabia Saudí,1431.3,20-06-2024
Eslovenia,1429.74,20-06-2024
Paraguay,1427.11,20-06-2024
Sudáfrica,1416.66,20-06-2024
República de Irlanda,1403.84,20-06-2024
RD del Congo,1400.93,20-06-2024
Uzbekistán,1397.41,20-06-2024
Finlandia,1393.4,20-06-2024
Ghana,1381.25,20-06-2024
Cabo Verde,1380.53,20-06-2024
Albania,1379.4,20-06-2024
Burkina Faso,1375.16,20-06-2024
Jordania,1374.13,20-06-2024
Emiratos Árabes Unidos,1368.84,20-06-2024
Islandia,1353.48,20-06-2024
Macedonia del Norte,1348.63,20-06-2024
Montenegro,1345.02,20-06-2024
Irlanda del Norte,1341.33,20-06-2024
Georgia,1338.91,20-06-2024
Bosnia y Herzegovina,1332.3,20-06-2024
Omán,1326.18,20-06-2024
Guinea,1324.8,20-06-2024
Honduras,1313.05,20-06-2024
Israel,1312.54,20-06-2024
El Salvador,1303.65,20-06-2024
Bahréin,1302.86,20-06-2024
Bulgaria,1295.5,20-06-2024
Gabón,1288.45,20-06-2024
Bolivia,1282.43,20-06-2024
Luxemburgo,1276.73,20-06-2024
Haití,1274.46,20-06-2024
Curazao,1272.71,20-06-2024
RP China,1267.51,20-06-2024
Guinea Ecuatorial,1260.5,20-06-2024
Zambia,1258.4,20-06-2024
Benín,1254.18,20-06-2024
Angola,1248.94,20-06-2024
Siria,1246.68,20-06-2024
Uganda,1242.96,20-06-2024
Palestina,1231.25,20-06-2024
Armenia,1230.79,20-06-2024
Namibia,1219.83,20-06-2024
Bielorrusia,1219.78,20-06-2024
Trinidad y Tobago,1219.44,20-06-2024
Tailandia,1218.56,20-06-2024
República Kirguisa,1213.58,20-06-2024
Tayikistán,1212.41,20-06-2024
Mozambique,1205.82,20-06-2024
Madagascar,1203.66,20-06-2024
Kosovo,1203.16,20-06-2024
Guatemala,1199.21,20-06-2024
Nueva Zelanda,1197.68,20-06-2024
Kenia,1195.45,20-06-2024
Kazajstán,1193.62,20-06-2024
RDP de Corea,1183.96,20-06-2024
Azerbaiyán,1179.88,20-06-2024
Mauritania,1177.5,20-06-2024
Congo,1176.45,20-06-2024
Tanzania,1174.99,20-06-2024
Guinea-Bissáu,1168.49,20-06-2024
Vietnam,1168.02,20-06-2024
Líbano,1167.64,20-06-2024
Libia,1165.73,20-06-2024
Comoras,1158.71,20-06-2024
Togo,1158.7,20-06-2024
Sudán,1152.29,20-06-2024
Sierra Leona,1149.4,20-06-2024
Estonia,1146.47,20-06-2024
India,1139.39,20-06-2024
Malaui,1137.83,20-06-2024
Chipre,1136.78,20-06-2024
República Centroafricana,1129.3,20-06-2024
Níger,1125.5,20-06-2024
Zimbabue,1122.54,20-06-2024
Nicaragua,1119.88,20-06-2024
Ruanda,1114.15,20-06-2024
Gambia,1112.55,20-06-2024
Islas Salomón,1111.02,20-06-2024
Indonesia,1108.73,20-06-2024
Malasia,1107.58,20-06-2024
Lituania,1100.66,20-06-2024
Kuwait,1098.42,20-06-2024
Letonia,1095.98,20-06-2024
Islas Feroe,1093.7,20-06-2024
Burundi,1091.24,20-06-2024
Surinam,1087.77,20-06-2024
Liberia,1067.05,20-06-2024
Etiopía,1066.16,20-06-2024
Turkmenistán,1065.42,20-06-2024
Botsuana,1064.19,20-06-2024
San Cristóbal y Nieves,1059.53,20-06-2024
Filipinas,1053.03,20-06-2024
Antigua y Barbuda,1052.8,20-06-2024
Lesoto,1050.83,20-06-2024
República Dominicana,1045.64,20-06-2024
Afganistán,1034.37,20-06-2024
Moldavia,1033.75,20-06-2024
Guyana,1026.61,20-06-2024
Esuatini,1025.18,20-06-2024
Yemen,1021.24,20-06-2024
Puerto Rico,1020.22,20-06-2024
"Hong Kong, China",1011.91,20-06-2024
Nueva Caledonia,1008.92,20-06-2024
Singapur,1008.26,20-06-2024
Maldivas,1003.48,20-06-2024
Tahití,999.48,20-06-2024
Andorra,996.05,20-06-2024
Chinese Taipei,991.34,20-06-2024
Myanmar,988.98,20-06-2024
Papúa Nueva Guinea,985.32,20-06-2024
Fiyi,983.81,20-06-2024
Sudán del Sur,980.02,20-06-2024
Santa Lucía,979.57,20-06-2024
Cuba,975.01,20-06-2024
Vanuatu,972.14,20-06-2024
Bermudas,971.15,20-06-2024
Malta,970.62,20-06-2024
Granada,953.67,20-06-2024
San Vicente y las Granadinas,938.4,20-06-2024
Nepal,935.93,20-06-2024
Montserrat,934.46,20-06-2024
Barbados,932.64,20-06-2024
Chad,929.97,20-06-2024
Mauricio,927.94,20-06-2024
Camboya,924.52,20-06-2024
Samoa,920.54,20-06-2024
Dominica,912.93,20-06-2024
Bután,904.1,20-06-2024
Belice,901.43,20-06-2024
Bangladesh,896.67,20-06-2024
Macao,896.62,20-06-2024
Islas Cook,896.59,20-06-2024
Samoa Estadounidense,890.97,20-06-2024
Laos,889.62,20-06-2024
Mongolia,884.92,20-06-2024
Brunéi Darussalam,881.73,20-06-2024
Santo Tomé y Príncipe,878.09,20-06-2024
Yibuti,875.13,20-06-2024
Aruba,873.9,20-06-2024
Islas Caimán,865.34,20-06-2024
Timor Oriental,843.4,20-06-2024
Pakistán,842.59,20-06-2024
Gibraltar,836.14,20-06-2024
Liechtenstein,835.83,20-06-2024
Tonga,833.12,20-06-2024
Seychelles,831.96,20-06-2024
Somalia,829.81,20-06-2024
Bahamas,823.58,20-06-2024
Guam,821.91,20-06-2024
Sri Lanka,820.32,20-06-2024
Turcas y Caicos,817.03,20-06-2024
Islas Vírgenes Británicas,801.29,20-06-2024
Islas Vírgenes Estadounidenses,797.29,20-06-2024
Anguila,779.86,20-06-2024
San Marino,739.64,20-06-2024
Argentina,1858.0,04-04-2024
Francia,1840.59,04-04-2024
Bélgica,1795.23,04-04-2024
Inglaterra,1794.9,04-04-2024
Brasil,1788.65,04-04-2024
Portugal,1748.11,04-04-2024
Países Bajos,1742.29,04-04-2024
España,1727.5,04-04-2024
Italia,1724.6,04-04-2024
Croacia,1721.07,04-04-2024
EEUU,1681.13,04-04-2024
Colombia,1664.28,04-04-2024
Marruecos,1661.42,04-04-2024
México,1661.11,04-04-2024
Uruguay,1659.39,04-04-2024
Alemania,1644.21,04-04-2024
Senegal,1624.73,04-04-2024
Japón,1621.88,04-04-2024
Suiza,1616.41,04-04-2024
RI de Irán,1613.96,04-04-2024
Dinamarca,1602.72,04-04-2024
Ucrania,1568.86,04-04-2024
República de Corea,1563.99,04-04-2024
Australia,1563.93,04-04-2024
Austria,1554.86,04-04-2024
Hungría,1532.2,04-04-2024
Suecia,1531.68,04-04-2024
Polonia,1531.49,04-04-2024
Gales,1531.38,04-04-2024
Nigeria,1520.27,04-04-2024
Ecuador,1518.22,04-04-2024
Perú,1515.82,04-04-2024
Serbia,1514.2,04-04-2024
Qatar,1507.94,04-04-2024
Rusia,1504.02,04-04-2024
República Checa,1501.47,04-04-2024
Egipto,1499.72,04-04-2024
Costa de Marfil,1498.8,04-04-2024
Escocia,1497.46,04-04-2024
Turquía,1495.94,04-04-2024
Túnez,1493.12,04-04-2024
Chile,1491.71,04-04-2024
Argelia,1482.71,04-04-2024
Mali,1477.9,04-04-2024
Panamá,1475.62,04-04-2024
Rumanía,1468.17,04-04-2024
Noruega,1467.51,04-04-2024
Eslovaquia,1461.55,04-04-2024
Canadá,1461.16,04-04-2024
Grecia,1457.89,04-04-2024
Camerún,1452.59,04-04-2024
Costa Rica,1445.38,04-04-2024
Arabia Saudí,1443.53,04-04-2024
Venezuela,1442.29,04-04-2024
Jamaica,1435.33,04-04-2024
Paraguay,1430.73,04-04-2024
Eslovenia,1427.84,04-04-2024
Irak,1420.47,04-04-2024
Sudáfrica,1407.67,04-04-2024
República de Irlanda,1399.74,04-04-2024
Finlandia,1394.44,04-04-2024
Burkina Faso,1390.38,04-04-2024
RD del Congo,1388.25,04-04-2024
Uzbekistán,1386.58,04-04-2024
Cabo Verde,1383.44,04-04-2024
Albania,1375.1,04-04-2024
Emiratos Árabes Unidos,1366.45,04-04-2024
Ghana,1358.77,04-04-2024
Macedonia del Norte,1354.19,04-04-2024
Montenegro,1351.72,04-04-2024
Jordania,1350.21,04-04-2024
Islandia,1346.82,04-04-2024
Irlanda del Norte,1341.05,04-04-2024
Bosnia y Herzegovina,1335.6,04-04-2024
Georgia,1333.76,04-04-2024
Guinea,1324.65,04-04-2024
Omán,1323.23,04-04-2024
Israel,1311.39,04-04-2024
Guinea Ecuatorial,1308.03,04-04-2024
Bahréin,1307.53,04-04-2024
El Salvador,1305.02,04-04-2024
Honduras,1301.92,04-04-2024
Bulgaria,1292.59,04-04-2024
Gabón,1287.33,04-04-2024
Bolivia,1283.88,04-04-2024
Zambia,1278.26,04-04-2024
Luxemburgo,1277.94,04-04-2024
RP China,1275.22,04-04-2024
Siria,1266.52,04-04-2024
Haití,1262.5,04-04-2024
Curazao,1262.48,04-04-2024
Uganda,1242.15,04-04-2024
Palestina,1238.66,04-04-2024
Angola,1235.76,04-04-2024
Armenia,1229.18,04-04-2024
Bielorrusia,1226.54,04-04-2024
Benín,1225.68,04-04-2024
Trinidad y Tobago,1220.65,04-04-2024
Tayikistán,1216.76,04-04-2024
República Kirguisa,1213.6,04-04-2024
Tailandia,1208.93,04-04-2024
Kosovo,1205.85,04-04-2024
Kazajstán,1203.64,04-04-2024
Nueva Zelanda,1197.68,04-04-2024
Mauritania,1195.5,04-04-2024
Namibia,1192.13,04-04-2024
Kenia,1191.24,04-04-2024
Guatemala,1188.28,04-04-2024
Madagascar,1185.86,04-04-2024
Mozambique,1184.49,04-04-2024
Congo,1179.8,04-04-2024
Azerbaiyán,1177.83,04-04-2024
Togo,1170.34,04-04-2024
Libia,1166.71,04-04-2024
Vietnam,1164.54,04-04-2024
Guinea-Bissáu,1163.44,04-04-2024
Comoras,1163.02,04-04-2024
RDP de Corea,1160.57,04-04-2024
Tanzania,1159.81,04-04-2024
Líbano,1158.96,04-04-2024
India,1145.94,04-04-2024
Zimbabue,1143.66,04-04-2024
Estonia,1141.13,04-04-2024
Chipre,1141.03,04-04-2024
Malaui,1140.93,04-04-2024
Sierra Leona,1137.36,04-04-2024
Sudán,1129.32,04-04-2024
República Centroafricana,1128.17,04-04-2024
Níger,1125.5,04-04-2024
Gambia,1114.8,04-04-2024
Ruanda,1112.44,04-04-2024
Islas Salomón,1111.02,04-04-2024
Islas Feroe,1103.43,04-04-2024
Indonesia,1102.7,04-04-2024
Nicaragua,1102.54,04-04-2024
Letonia,1095.91,04-04-2024
Lituania,1095.23,04-04-2024
Malasia,1094.54,04-04-2024
Kuwait,1085.46,04-04-2024
Burundi,1081.63,04-04-2024
Filipinas,1075.14,04-04-2024
Antigua y Barbuda,1072.66,04-04-2024
Turkmenistán,1072.52,04-04-2024
Surinam,1071.85,04-04-2024
Etiopía,1068.48,04-04-2024
Botsuana,1065.07,04-04-2024
San Cristóbal y Nieves,1056.61,04-04-2024
Esuatini,1048.89,04-04-2024
Lesoto,1047.58,04-04-2024
República Dominicana,1042.86,04-04-2024
Afganistán,1036.92,04-04-2024
Liberia,1029.58,04-04-2024
Moldavia,1028.85,04-04-2024
Guyana,1020.31,04-04-2024
Singapur,1019.06,04-04-2024
Yemen,1017.05,04-04-2024
"Hong Kong, China",1012.83,04-04-2024
Nueva Caledonia,1008.92,04-04-2024
Chinese Taipei,1007.3,04-04-2024
Puerto Rico,1006.35,04-04-2024
Maldivas,1003.48,04-04-2024
Tahití,999.48,04-04-2024
Myanmar,999.46,04-04-2024
Andorra,998.75,04-04-2024
Santa Lucía,988.67,04-04-2024
Papúa Nueva Guinea,985.32,04-04-2024
Sudán del Sur,984.65,04-04-2024
Fiyi,983.81,04-04-2024
Cuba,980.65,04-04-2024
Bermudas,974.3,04-04-2024
Malta,973.14,04-04-2024
Vanuatu,972.14,04-04-2024
San Vicente y las Granadinas,953.47,04-04-2024
Granada,950.99,04-04-2024
Montserrat,946.08,04-04-2024
Chad,945.92,04-04-2024
Barbados,943.8,04-04-2024
Nepal,937.84,04-04-2024
Camboya,925.4,04-04-2024
Dominica,922.25,04-04-2024
Samoa,920.54,04-04-2024
Belice,919.52,04-04-2024
Mauricio,919.4,04-04-2024
Bangladesh,905.3,04-04-2024
Bután,904.1,04-04-2024
Macao,896.62,04-04-2024
Islas Cook,896.59,04-04-2024
Santo Tomé y Príncipe,893.58,04-04-2024
Samoa Estadounidense,890.97,04-04-2024
Laos,889.62,04-04-2024
Mongolia,884.04,04-04-2024
Yibuti,877.28,04-04-2024
Aruba,875.82,04-04-2024
Brunéi Darussalam,872.65,04-04-2024
Pakistán,849.94,04-04-2024
Islas Caimán,847.81,04-04-2024
Seychelles,845.53,04-04-2024
Timor Oriental,843.4,04-04-2024
Somalia,842.64,04-04-2024
Bahamas,835.81,04-04-2024
Tonga,833.12,04-04-2024
Liechtenstein,832.75,04-04-2024
Gibraltar,832.5,04-04-2024
Sri Lanka,829.41,04-04-2024
Guam,821.91,04-04-2024
Turcas y Caicos,817.03,04-04-2024
Islas Vírgenes Británicas,813.31,04-04-2024
Islas Vírgenes Estadounidenses,797.29,04-04-2024
Anguila,793.48,04-04-2024
San Marino,742.05,04-04-2024
Argentina,1855.2,15-02-2024
Francia,1845.44,15-02-2024
Inglaterra,1800.05,15-02-2024
Bélgica,1798.46,15-02-2024
Brasil,1784.09,15-02-2024
Países Bajos,1745.48,15-02-2024
Portugal,1745.06,15-02-2024
España,1732.64,15-02-2024
Italia,1718.82,15-02-2024
Croacia,1717.57,15-02-2024
Uruguay,1665.99,15-02-2024
Marruecos,1663.39,15-02-2024
EEUU,1661.7,15-02-2024
Colombia,1655.29,15-02-2024
México,1652.7,15-02-2024
Alemania,1631.22,15-02-2024
Senegal,1620.74,15-02-2024
Japón,1614.33,15-02-2024
Suiza,1613.44,15-02-2024
RI de Irán,1608.23,15-02-2024
Dinamarca,1601.31,15-02-2024
República de Corea,1566.21,15-02-2024
Australia,1554.82,15-02-2024
Ucrania,1553.35,15-02-2024
Austria,1546.1,15-02-2024
Suecia,1531.13,15-02-2024
Hungría,1525.13,15-02-2024
Nigeria,1522.26,15-02-2024
Gales,1521.88,15-02-2024
Polonia,1520.24,15-02-2024
Ecuador,1519.2,15-02-2024
Serbia,1517.43,15-02-2024
Perú,1512.68,15-02-2024
Escocia,1506.89,15-02-2024
Turquía,1505.28,15-02-2024
Egipto,1500.38,15-02-2024
Qatar,1499.34,15-02-2024
Rusia,1498.84,15-02-2024
Costa de Marfil,1494.57,15-02-2024
República Checa,1494.04,15-02-2024
Túnez,1491.15,15-02-2024
Chile,1489.82,15-02-2024
Argelia,1480.24,15-02-2024
Panamá,1475.62,15-02-2024
Rumanía,1472.73,15-02-2024
Noruega,1472.36,15-02-2024
Mali,1469.81,15-02-2024
Eslovaquia,1465.73,15-02-2024
Grecia,1453.95,15-02-2024
Canadá,1453.76,15-02-2024
Camerún,1452.59,15-02-2024
Venezuela,1447.2,15-02-2024
Arabia Saudí,1441.4,15-02-2024
Costa Rica,1437.57,15-02-2024
Eslovenia,1431.4,15-02-2024
Paraguay,1430.73,15-02-2024
Jamaica,1421.54,15-02-2024
Sudáfrica,1410.23,15-02-2024
Irak,1409.44,15-02-2024
Finlandia,1401.31,15-02-2024
Burkina Faso,1399.92,15-02-2024
República de Irlanda,1399.6,15-02-2024
RD del Congo,1388.25,15-02-2024
Albania,1382.69,15-02-2024
Cabo Verde,1377.06,15-02-2024
Uzbekistán,1376.5,15-02-2024
Ghana,1363.42,15-02-2024
Macedonia del Norte,1362.17,15-02-2024
Emiratos Árabes Unidos,1355.55,15-02-2024
Jordania,1343.6,15-02-2024
Bosnia y Herzegovina,1343.32,15-02-2024
Montenegro,1342.64,15-02-2024
Islandia,1342.57,15-02-2024
Irlanda del Norte,1333.17,15-02-2024
Israel,1323.43,15-02-2024
Guinea,1320.42,15-02-2024
Georgia,1312.45,15-02-2024
Honduras,1311.43,15-02-2024
Guinea Ecuatorial,1310.5,15-02-2024
Omán,1307.6,15-02-2024
El Salvador,1306.14,15-02-2024
Bahréin,1297.32,15-02-2024
Bulgaria,1289.9,15-02-2024
Gabón,1289.52,15-02-2024
Luxemburgo,1285.41,15-02-2024
Bolivia,1284.55,15-02-2024
Zambia,1275.71,15-02-2024
RP China,1273.78,15-02-2024
Siria,1265.51,15-02-2024
Haití,1262.5,15-02-2024
Curazao,1262.48,15-02-2024
Uganda,1246.88,15-02-2024
Angola,1238.11,15-02-2024
Armenia,1237.15,15-02-2024
Bielorrusia,1232.8,15-02-2024
Trinidad y Tobago,1228.05,15-02-2024
Palestina,1227.2,15-02-2024
Benín,1225.1,15-02-2024
Tayikistán,1218.89,15-02-2024
Kazajstán,1215.16,15-02-2024
Tailandia,1206.72,15-02-2024
Kosovo,1202.77,15-02-2024
Nueva Zelanda,1197.47,15-02-2024
República Kirguisa,1196.97,15-02-2024
Vietnam,1194.58,15-02-2024
Mauritania,1194.48,15-02-2024
Namibia,1192.13,15-02-2024
Guatemala,1188.17,15-02-2024
Madagascar,1187.63,15-02-2024
Mozambique,1184.49,15-02-2024
Kenia,1181.92,15-02-2024
Congo,1179.8,15-02-2024
Azerbaiyán,1174.22,15-02-2024
RDP de Corea,1168.12,15-02-2024
Líbano,1168.07,15-02-2024
Togo,1165.74,15-02-2024
India,1165.17,15-02-2024
Guinea-Bissáu,1164.01,15-02-2024
Tanzania,1160.98,15-02-2024
Libia,1159.51,15-02-2024
Comoras,1156.45,15-02-2024
Malaui,1149.4,15-02-2024
Estonia,1148.76,15-02-2024
Zimbabue,1144.56,15-02-2024
Chipre,1143.42,15-02-2024
Sierra Leona,1137.36,15-02-2024
Sudán,1128.74,15-02-2024
Níger,1127.75,15-02-2024
República Centroafricana,1121.34,15-02-2024
Gambia,1114.8,15-02-2024
Islas Salomón,1113.57,15-02-2024
Malasia,1110.17,15-02-2024
Ruanda,1107.04,15-02-2024
Nicaragua,1104.26,15-02-2024
Islas Feroe,1102.1,15-02-2024
Letonia,1097.84,15-02-2024
Kuwait,1094.05,15-02-2024
Lituania,1086.93,15-02-2024
Filipinas,1086.17,15-02-2024
Burundi,1085.83,15-02-2024
Turkmenistán,1078.25,15-02-2024
Antigua y Barbuda,1072.66,15-02-2024
Indonesia,1072.66,15-02-2024
Surinam,1071.85,15-02-2024
Etiopía,1068.79,15-02-2024
Botsuana,1064.5,15-02-2024
San Cristóbal y Nieves,1057.05,15-02-2024
Lesoto,1047.27,15-02-2024
Esuatini,1045.88,15-02-2024
República Dominicana,1040.77,15-02-2024
Yemen,1027.94,15-02-2024
Liberia,1024.11,15-02-2024
Chinese Taipei,1023.93,15-02-2024
"Hong Kong, China",1022.91,15-02-2024
Moldavia,1022.6,15-02-2024
Singapur,1020.5,15-02-2024
Guyana,1018.14,15-02-2024
Afganistán,1017.68,15-02-2024
Nueva Caledonia,1008.92,15-02-2024
Puerto Rico,1007.19,15-02-2024
Maldivas,1003.48,15-02-2024
Myanmar,1000.46,15-02-2024
Tahití,999.48,15-02-2024
Andorra,998.0,15-02-2024
Papúa Nueva Guinea,990.61,15-02-2024
Sudán del Sur,989.29,15-02-2024
Santa Lucía,988.67,15-02-2024
Fiyi,981.26,15-02-2024
Cuba,980.65,15-02-2024
Vanuatu,980.33,15-02-2024
Bermudas,972.36,15-02-2024
Malta,967.29,15-02-2024
San Vicente y las Granadinas,953.47,15-02-2024
Granada,950.99,15-02-2024
Nepal,948.05,15-02-2024
Montserrat,946.08,15-02-2024
Mauricio,944.95,15-02-2024
Barbados,943.8,15-02-2024
Camboya,931.47,15-02-2024
Dominica,922.25,15-02-2024
Chad,920.37,15-02-2024
Belice,918.68,15-02-2024
Bangladesh,916.75,15-02-2024
Bután,913.02,15-02-2024
Islas Cook,897.3,15-02-2024
Samoa,896.78,15-02-2024
Macao,896.62,15-02-2024
Samoa Estadounidense,890.97,15-02-2024
Laos,889.62,15-02-2024
Mongolia,889.16,15-02-2024
Santo Tomé y Príncipe,888.94,15-02-2024
Yibuti,882.76,15-02-2024
Aruba,879.32,15-02-2024
Brunéi Darussalam,870.63,15-02-2024
Pakistán,856.54,15-02-2024
Tonga,856.18,15-02-2024
Islas Caimán,851.19,15-02-2024
Somalia,845.66,15-02-2024
Seychelles,845.53,15-02-2024
Timor Oriental,843.4,15-02-2024
Gibraltar,840.8,15-02-2024
Bahamas,835.81,15-02-2024
Liechtenstein,833.01,15-02-2024
Sri Lanka,822.03,15-02-2024
Guam,821.91,15-02-2024
Turcas y Caicos,818.57,15-02-2024
Islas Vírgenes Británicas,807.57,15-02-2024
Islas Vírgenes Estadounidenses,796.78,15-02-2024
Anguila,785.69,15-02-2024
San Marino,741.61,15-02-2024
Argentina,1855.2,21-12-2023
Francia,1845.44,21-12-2023
Inglaterra,1800.05,21-12-2023
Bélgica,1798.46,21-12-2023
Brasil,1784.09,21-12-2023
Países Bajos,1745.48,21-12-2023
Portugal,1745.06,21-12-2023
España,1732.64,21-12-2023
Italia,1718.82,21-12-2023
Croacia,1717.57,21-12-2023
Uruguay,1665.99,21-12-2023
EEUU,1665.27,21-12-2023
Marruecos,1661.69,21-12-2023
Colombia,1655.29,21-12-2023
México,1652.7,21-12-2023
Alemania,1631.22,21-12-2023
Japón,1620.19,21-12-2023
Suiza,1613.44,21-12-2023
Dinamarca,1601.31,21-12-2023
Senegal,1594.31,21-12-2023
RI de Irán,1565.08,21-12-2023
Ucrania,1553.35,21-12-2023
República de Corea,1550.65,21-12-2023
Austria,1546.1,21-12-2023
Australia,1539.22,21-12-2023
Suecia,1530.19,21-12-2023
Hungría,1525.13,21-12-2023
Túnez,1523.23,21-12-2023
Gales,1521.88,21-12-2023
Argelia,1520.26,21-12-2023
Polonia,1520.24,21-12-2023
Ecuador,1519.2,21-12-2023
Egipto,1518.91,21-12-2023
Serbia,1517.43,21-12-2023
Perú,1512.68,21-12-2023
Escocia,1506.89,21-12-2023
Turquía,1505.28,21-12-2023
Rusia,1498.84,21-12-2023
República Checa,1494.04,21-12-2023
Chile,1489.82,21-12-2023
Panamá,1475.62,21-12-2023
Nigeria,1474.44,21-12-2023
Rumanía,1472.73,21-12-2023
Noruega,1472.36,21-12-2023
Eslovaquia,1465.73,21-12-2023
Camerún,1463.06,21-12-2023
Grecia,1453.95,21-12-2023
Canadá,1453.76,21-12-2023
Costa de Marfil,1447.65,21-12-2023
Venezuela,1447.2,21-12-2023
Mali,1445.6,21-12-2023
Costa Rica,1437.57,21-12-2023
Paraguay,1430.73,21-12-2023
Eslovenia,1427.84,21-12-2023
Jamaica,1421.54,21-12-2023
Arabia Saudí,1421.06,21-12-2023
Burkina Faso,1411.01,21-12-2023
Qatar,1407.3,21-12-2023
Finlandia,1401.31,21-12-2023
República de Irlanda,1399.6,21-12-2023
Ghana,1384.19,21-12-2023
Albania,1382.69,21-12-2023
Irak,1365.98,21-12-2023
Emiratos Árabes Unidos,1364.46,21-12-2023
Macedonia del Norte,1362.17,21-12-2023
Sudáfrica,1357.08,21-12-2023
RD del Congo,1356.66,21-12-2023
Uzbekistán,1345.26,21-12-2023
Bosnia y Herzegovina,1343.32,21-12-2023
Montenegro,1342.64,21-12-2023
Islandia,1338.39,21-12-2023
Irlanda del Norte,1333.17,21-12-2023
Cabo Verde,1329.8,21-12-2023
Omán,1324.89,21-12-2023
Israel,1323.43,21-12-2023
Honduras,1313.8,21-12-2023
Georgia,1312.45,21-12-2023
El Salvador,1306.14,21-12-2023
RP China,1299.49,21-12-2023
Guinea,1290.01,21-12-2023
Bulgaria,1289.9,21-12-2023
Gabón,1289.52,21-12-2023
Luxemburgo,1285.41,21-12-2023
Zambia,1284.56,21-12-2023
Bolivia,1284.55,21-12-2023
Bahréin,1277.29,21-12-2023
Jordania,1272.63,21-12-2023
Guinea Ecuatorial,1268.43,21-12-2023
Haití,1262.5,21-12-2023
Curazao,1262.48,21-12-2023
Siria,1245.27,21-12-2023
Uganda,1245.08,21-12-2023
Armenia,1237.15,21-12-2023
Vietnam,1235.58,21-12-2023
Bielorrusia,1232.8,21-12-2023
Trinidad y Tobago,1228.05,21-12-2023
Benín,1225.1,21-12-2023
República Kirguisa,1224.14,21-12-2023
Palestina,1217.6,21-12-2023
Kazajstán,1215.16,21-12-2023
Kosovo,1202.77,21-12-2023
India,1200.8,21-12-2023
Guinea-Bissáu,1197.83,21-12-2023
Nueva Zelanda,1197.47,21-12-2023
Mauritania,1195.25,21-12-2023
Tayikistán,1195.07,21-12-2023
Líbano,1192.58,21-12-2023
Guatemala,1189.98,21-12-2023
Madagascar,1187.63,21-12-2023
Kenia,1181.92,21-12-2023
Mozambique,1180.72,21-12-2023
Congo,1179.8,21-12-2023
Tailandia,1176.75,21-12-2023
Azerbaiyán,1174.22,21-12-2023
Namibia,1168.38,21-12-2023
RDP de Corea,1168.12,21-12-2023
Angola,1168.05,21-12-2023
Togo,1165.74,21-12-2023
Comoras,1156.45,21-12-2023
Libia,1155.23,21-12-2023
Tanzania,1155.19,21-12-2023
Estonia,1149.7,21-12-2023
Malaui,1149.4,21-12-2023
Zimbabue,1144.56,21-12-2023
Chipre,1143.42,21-12-2023
